cell_id,sample_id,event_index,kmeans_k6,kmeans_k10,kmeans_k14,ward_k6,ward_k10,ward_k14,leiden_r0.5,leiden_r1.0,leiden_r1.5
gated_alive:a_006:10512,a_006,10512,4,7,9,5,8,11,6,9,13
gated_alive:a_006:10520,a_006,10520,2,6,2,4,7,10,2,4,2
gated_alive:a_006:10635,a_006,10635,5,2,1,0,0,7,0,7,12
gated_alive:a_006:10797,a_006,10797,3,3,4,1,5,5,1,2,5
gated_alive:a_006:11176,a_006,11176,5,8,1,0,1,1,0,0,0
gated_alive:a_006:11275,a_006,11275,1,0,0,3,4,4,3,1,4
gated_alive:a_006:11287,a_006,11287,1,4,0,1,2,2,3,1,4
gated_alive:a_006:11318,a_006,11318,4,7,9,5,8,11,6,9,13
gated_alive:a_006:11336,a_006,11336,5,2,13,3,9,12,5,10,16
gated_alive:a_006:11396,a_006,11396,5,2,1,0,1,1,0,0,0
gated_alive:a_006:11559,a_006,11559,3,9,12,3,6,8,1,6,3
gated_alive:a_006:11969,a_006,11969,3,4,8,1,5,5,2,5,7
gated_alive:a_006:12088,a_006,12088,1,0,0,1,2,2,3,1,4
gated_alive:a_006:12305,a_006,12305,4,7,9,5,8,11,6,9,13
gated_alive:a_006:12434,a_006,12434,5,2,1,0,0,0,0,8,10
gated_alive:a_006:12494,a_006,12494,1,4,0,1,2,2,3,1,4
gated_alive:a_006:12529,a_006,12529,2,9,12,1,2,2,1,6,3
gated_alive:a_006:12936,a_006,12936,5,8,10,0,1,1,0,6,9
gated_alive:a_006:13193,a_006,13193,5,2,1,0,1,1,0,0,0
gated_alive:a_006:13279,a_006,13279,4,7,9,5,8,11,6,9,13
gated_alive:a_006:13290,a_006,13290,1,4,0,1,5,5,3,1,4
gated_alive:a_006:13376,a_006,13376,5,2,13,3,9,12,5,10,16
gated_alive:a_006:13606,a_006,13606,5,2,1,0,0,7,0,7,12
gated_alive:a_006:13823,a_006,13823,0,5,11,2,3,3,4,3,1
gated_alive:a_006:13898,a_006,13898,1,4,8,2,3,3,3,5,7
gated_alive:a_006:14087,a_006,14087,2,9,12,3,6,8,1,6,3
gated_alive:a_006:14171,a_006,14171,5,2,1,0,0,6,3,1,6
gated_alive:a_006:14376,a_006,14376,1,4,0,3,6,8,1,6,3
gated_alive:a_006:14459,a_006,14459,0,2,1,0,1,1,0,5,7
gated_alive:a_006:15120,a_006,15120,1,0,0,1,2,2,3,1,6
gated_alive:a_006:15239,a_006,15239,5,2,10,0,0,0,0,8,10
gated_alive:a_006:15272,a_006,15272,2,6,2,4,7,10,2,4,2
gated_alive:a_006:15390,a_006,15390,0,4,8,2,3,3,0,5,7
gated_alive:a_006:15446,a_006,15446,5,2,1,0,1,1,0,0,0
gated_alive:a_006:15502,a_006,15502,5,8,3,0,1,1,0,0,0
gated_alive:a_006:15520,a_006,15520,3,4,8,3,6,8,1,6,3
gated_alive:a_006:15548,a_006,15548,3,3,4,1,5,5,1,2,3
gated_alive:a_006:15569,a_006,15569,4,7,9,5,8,11,6,9,13
gated_alive:a_006:15708,a_006,15708,4,7,9,3,6,8,6,9,13
gated_alive:a_006:15787,a_006,15787,1,0,0,1,2,2,3,1,4
gated_alive:a_006:15886,a_006,15886,5,2,3,0,1,1,5,7,11
gated_alive:a_006:16059,a_006,16059,0,5,11,2,3,3,4,3,1
gated_alive:a_006:16258,a_006,16258,5,2,1,0,1,1,0,0,0
gated_alive:a_006:16354,a_006,16354,3,4,8,3,6,8,2,5,7
gated_alive:a_006:16548,a_006,16548,0,4,8,3,6,8,2,5,7
gated_alive:a_006:16682,a_006,16682,5,2,13,3,9,12,5,10,16
gated_alive:a_006:16853,a_006,16853,3,3,4,1,5,5,1,2,3
gated_alive:a_006:17049,a_006,17049,1,0,0,1,5,5,3,1,4
gated_alive:a_006:17270,a_006,17270,5,2,1,0,1,1,0,0,0
gated_alive:a_006:17351,a_006,17351,3,9,12,1,5,5,2,6,3
gated_alive:a_006:17632,a_006,17632,1,0,0,1,2,2,3,1,4
gated_alive:a_006:17768,a_006,17768,5,2,1,0,0,0,0,0,10
gated_alive:a_006:17938,a_006,17938,0,4,8,3,6,8,6,9,13
gated_alive:a_006:17947,a_006,17947,1,4,0,1,2,2,3,1,4
gated_alive:a_006:18122,a_006,18122,0,5,11,2,3,3,4,3,1
gated_alive:a_006:18285,a_006,18285,1,0,0,1,2,2,3,1,4
gated_alive:a_006:18450,a_006,18450,5,2,1,0,1,1,0,0,0
gated_alive:a_006:18815,a_006,18815,3,3,4,1,5,5,1,2,5
gated_alive:a_006:18966,a_006,18966,1,4,0,1,2,2,3,1,4
gated_alive:a_006:19147,a_006,19147,0,4,8,2,3,3,2,5,7
gated_alive:a_006:19384,a_006,19384,4,7,9,5,8,11,6,9,13
gated_alive:a_006:19527,a_006,19527,1,0,0,1,2,2,3,1,4
gated_alive:a_006:20359,a_006,20359,3,9,12,3,6,8,1,6,3
gated_alive:a_006:20899,a_006,20899,5,2,13,3,9,12,5,10,16
gated_alive:a_006:21015,a_006,21015,5,2,1,0,1,1,0,0,0
gated_alive:a_006:21073,a_006,21073,5,2,1,0,1,1,0,0,0
gated_alive:a_006:21123,a_006,21123,1,4,8,1,2,2,2,5,14
gated_alive:a_006:21160,a_006,21160,1,0,0,1,2,2,3,1,6
gated_alive:a_006:21163,a_006,21163,1,0,0,1,2,2,3,1,4
gated_alive:a_006:21195,a_006,21195,5,2,1,0,1,1,0,0,0
gated_alive:a_006:21608,a_006,21608,5,2,1,0,0,0,0,8,10
gated_alive:a_006:21677,a_006,21677,1,0,0,1,2,2,3,1,4
gated_alive:a_006:21828,a_006,21828,1,0,0,1,2,2,3,1,4
gated_alive:a_006:22181,a_006,22181,5,2,13,3,9,12,5,10,16
gated_alive:a_006:22210,a_006,22210,1,0,0,1,2,2,3,1,4
gated_alive:a_006:22322,a_006,22322,3,4,0,1,5,5,1,2,3
gated_alive:a_006:22372,a_006,22372,1,0,0,1,2,2,3,1,4
gated_alive:a_006:22445,a_006,22445,2,6,2,4,7,10,2,4,2
gated_alive:a_006:22537,a_006,22537,0,2,1,2,3,3,0,0,0
gated_alive:a_006:22850,a_006,22850,0,2,1,3,9,12,5,10,16
gated_alive:a_006:22854,a_006,22854,3,9,12,3,6,8,1,6,3
gated_alive:a_006:22997,a_006,22997,5,2,1,0,1,1,0,0,0
gated_alive:a_006:23129,a_006,23129,0,4,8,2,3,3,4,5,7
gated_alive:a_006:23738,a_006,23738,3,4,4,3,6,8,2,5,14
gated_alive:a_006:24034,a_006,24034,5,2,3,0,0,7,0,7,12
gated_alive:a_006:24090,a_006,24090,1,0,6,1,2,2,3,1,6
gated_alive:a_006:24396,a_006,24396,4,7,9,5,8,11,6,9,13
gated_alive:a_006:24447,a_006,24447,3,9,12,3,6,8,1,6,3
gated_alive:a_006:24595,a_006,24595,4,7,9,5,8,11,6,9,13
gated_alive:a_006:24624,a_006,24624,4,7,9,5,8,11,6,9,13
gated_alive:a_006:24947,a_006,24947,1,0,0,1,2,2,3,1,4
gated_alive:a_006:25006,a_006,25006,0,5,11,2,3,3,4,5,7
gated_alive:a_006:25015,a_006,25015,5,8,13,3,9,12,5,10,16
gated_alive:a_006:25322,a_006,25322,5,2,1,0,1,1,0,0,0
gated_alive:a_006:25589,a_006,25589,1,0,0,1,2,2,3,1,4
gated_alive:a_006:25614,a_006,25614,0,5,11,0,0,7,4,7,12
gated_alive:a_006:25850,a_006,25850,2,6,2,4,7,13,2,4,2
gated_alive:a_006:26092,a_006,26092,3,4,8,1,5,5,1,2,3
gated_alive:a_006:26100,a_006,26100,1,0,0,1,2,2,3,1,4
gated_alive:a_006:26154,a_006,26154,0,5,11,2,3,3,4,3,1
gated_alive:a_006:26219,a_006,26219,1,0,0,1,2,2,3,1,4
gated_alive:a_006:26238,a_006,26238,1,0,0,1,2,2,3,1,4
gated_alive:a_006:26503,a_006,26503,1,0,0,1,2,2,3,1,4
gated_alive:a_006:26607,a_006,26607,0,5,11,2,3,3,4,3,1
gated_alive:a_006:26737,a_006,26737,5,2,1,0,1,1,0,0,0
gated_alive:a_006:27491,a_006,27491,1,0,0,1,2,2,3,1,4
gated_alive:a_006:27768,a_006,27768,0,5,11,2,3,3,4,3,1
gated_alive:a_006:27808,a_006,27808,3,4,8,3,6,8,1,6,3
gated_alive:a_006:27870,a_006,27870,4,7,9,5,8,11,6,9,13
gated_alive:a_006:28138,a_006,28138,5,8,10,0,1,1,0,0,0
gated_alive:a_006:28203,a_006,28203,4,7,9,5,8,11,6,9,13
gated_alive:a_006:28377,a_006,28377,1,0,0,1,2,2,3,1,4
gated_alive:a_006:28418,a_006,28418,0,2,1,3,4,4,0,0,17
gated_alive:a_006:28544,a_006,28544,0,4,8,3,6,8,6,9,13
gated_alive:a_006:28735,a_006,28735,1,0,0,1,2,2,3,1,6
gated_alive:a_006:29499,a_006,29499,0,4,8,3,6,8,2,5,7
gated_alive:a_006:29603,a_006,29603,0,5,11,2,3,3,4,3,1
gated_alive:a_006:29902,a_006,29902,3,9,12,3,6,8,1,6,3
gated_alive:a_006:29974,a_006,29974,0,4,8,3,6,8,6,9,13
gated_alive:a_006:30031,a_006,30031,5,9,12,0,0,7,0,7,12
gated_alive:a_006:30286,a_006,30286,0,4,8,2,3,3,0,5,7
gated_alive:a_006:30756,a_006,30756,0,5,11,2,3,3,4,3,1
gated_alive:a_006:31067,a_006,31067,5,2,1,0,1,1,0,0,0
gated_alive:a_006:31393,a_006,31393,5,2,1,0,1,1,0,0,0
gated_alive:a_006:31559,a_006,31559,4,7,9,5,8,11,6,9,13
gated_alive:a_006:31598,a_006,31598,1,4,0,1,2,2,3,1,4
gated_alive:a_006:31920,a_006,31920,1,0,0,1,2,2,3,1,4
gated_alive:a_006:32073,a_006,32073,1,4,0,1,5,5,1,2,5
gated_alive:a_006:32275,a_006,32275,1,0,0,1,2,2,3,1,4
gated_alive:a_006:32842,a_006,32842,5,2,1,0,1,1,0,0,0
gated_alive:a_006:33137,a_006,33137,0,4,8,2,3,3,2,5,7
gated_alive:a_006:33636,a_006,33636,0,4,8,1,5,5,3,1,4
gated_alive:a_006:33835,a_006,33835,1,0,0,1,2,2,3,1,4
gated_alive:a_006:33891,a_006,33891,3,9,12,3,6,8,1,6,3
gated_alive:a_006:34063,a_006,34063,5,2,1,0,1,1,0,0,0
gated_alive:a_006:34744,a_006,34744,1,0,0,1,2,2,3,1,4
gated_alive:a_006:35085,a_006,35085,0,4,8,3,6,8,2,5,7
gated_alive:a_006:35527,a_006,35527,1,0,0,1,2,2,3,1,4
gated_alive:a_006:35677,a_006,35677,0,5,11,2,3,3,4,3,1
gated_alive:a_006:36036,a_006,36036,1,4,0,1,2,2,3,1,4
gated_alive:a_006:36079,a_006,36079,1,4,0,1,5,5,3,1,4
gated_alive:a_006:36098,a_006,36098,4,7,9,5,8,11,2,4,2
gated_alive:a_006:36166,a_006,36166,1,4,0,1,2,2,3,1,4
gated_alive:a_006:36444,a_006,36444,3,4,8,3,6,8,1,6,3
gated_alive:a_006:36708,a_006,36708,1,4,8,1,5,5,3,1,4
gated_alive:a_006:36720,a_006,36720,1,0,0,1,2,2,3,1,6
gated_alive:a_006:37022,a_006,37022,0,5,11,2,3,3,4,3,1
gated_alive:a_006:37095,a_006,37095,1,4,0,1,5,5,3,1,4
gated_alive:a_006:37369,a_006,37369,3,9,12,3,9,12,1,6,3
gated_alive:a_006:37815,a_006,37815,3,9,12,3,6,8,1,6,3
gated_alive:a_006:37896,a_006,37896,1,0,0,1,2,2,3,1,4
gated_alive:a_006:37931,a_006,37931,0,4,8,3,6,8,2,5,9
gated_alive:a_006:38020,a_006,38020,3,9,12,1,5,5,1,2,3
gated_alive:a_006:38105,a_006,38105,4,7,9,5,8,11,6,9,13
gated_alive:a_006:38238,a_006,38238,5,2,1,0,1,1,0,0,0
gated_alive:a_006:38305,a_006,38305,1,0,0,1,2,2,3,1,4
gated_alive:a_006:38328,a_006,38328,1,4,0,1,2,2,3,1,4
gated_alive:a_006:38636,a_006,38636,0,2,1,0,1,1,0,0,7
gated_alive:a_006:38855,a_006,38855,5,2,1,0,0,7,0,7,12
gated_alive:a_006:38861,a_006,38861,5,2,1,2,3,3,0,0,0
gated_alive:a_006:39183,a_006,39183,5,8,10,0,0,7,4,3,15
gated_alive:a_006:39268,a_006,39268,3,9,12,3,6,8,1,6,3
gated_alive:a_006:39708,a_006,39708,1,4,0,1,2,2,3,1,4
gated_alive:a_006:39769,a_006,39769,1,4,0,1,2,2,3,1,4
gated_alive:a_006:39871,a_006,39871,0,5,11,0,0,0,4,8,10
gated_alive:a_006:39946,a_006,39946,5,2,1,3,4,4,0,0,17
gated_alive:a_006:40047,a_006,40047,1,0,0,1,2,2,3,1,4
gated_alive:a_006:40092,a_006,40092,1,0,0,1,5,5,3,1,4
gated_alive:a_006:40229,a_006,40229,0,5,11,0,0,0,4,8,10
gated_alive:a_006:40237,a_006,40237,4,7,9,0,1,1,4,8,10
gated_alive:a_006:40295,a_006,40295,1,0,0,1,2,2,3,1,6
gated_alive:a_006:40430,a_006,40430,0,5,11,2,3,3,4,3,1
gated_alive:a_006:40541,a_006,40541,0,2,1,0,0,7,0,7,12
gated_alive:a_006:40593,a_006,40593,1,0,0,1,2,2,3,1,4
gated_alive:a_006:40600,a_006,40600,1,0,6,1,5,5,1,2,6
gated_alive:a_006:41046,a_006,41046,3,3,4,1,5,5,1,2,3
gated_alive:a_006:41145,a_006,41145,4,7,9,5,8,11,6,9,13
gated_alive:a_006:41322,a_006,41322,3,9,12,3,6,8,1,6,3
gated_alive:a_006:41347,a_006,41347,1,0,0,1,2,2,3,1,4
gated_alive:a_006:41379,a_006,41379,3,3,4,1,5,5,1,2,3
gated_alive:a_006:41446,a_006,41446,1,4,0,1,2,2,3,8,10
gated_alive:a_006:41671,a_006,41671,5,2,1,0,1,1,0,0,8
gated_alive:a_006:41712,a_006,41712,1,0,6,0,0,0,3,8,10
gated_alive:a_006:41867,a_006,41867,0,5,11,2,3,3,4,3,1
gated_alive:a_006:41934,a_006,41934,4,7,9,5,8,11,6,9,13
gated_alive:a_006:42404,a_006,42404,0,4,8,1,5,5,1,6,3
gated_alive:a_006:42676,a_006,42676,1,0,0,1,2,2,3,1,4
gated_alive:a_006:42856,a_006,42856,3,4,13,3,9,12,1,2,16
gated_alive:a_006:43365,a_006,43365,5,2,1,0,1,1,0,0,0
gated_alive:a_006:43431,a_006,43431,1,0,0,1,2,2,3,1,4
gated_alive:a_006:43434,a_006,43434,1,5,11,0,0,6,4,3,15
gated_alive:a_006:43439,a_006,43439,5,2,1,0,1,1,0,0,0
gated_alive:a_006:43478,a_006,43478,5,2,1,0,0,0,0,8,10
gated_alive:a_006:43503,a_006,43503,1,4,0,1,2,2,3,1,4
gated_alive:a_006:43614,a_006,43614,1,0,0,1,2,2,3,1,4
gated_alive:a_006:43943,a_006,43943,3,3,4,1,5,5,1,2,12
gated_alive:a_006:44676,a_006,44676,5,2,1,0,1,1,0,0,0
gated_alive:a_006:45287,a_006,45287,1,4,0,1,2,2,3,1,4
gated_alive:a_006:45340,a_006,45340,1,0,0,1,2,2,3,1,4
gated_alive:a_006:45365,a_006,45365,1,0,0,1,2,2,3,1,4
gated_alive:a_006:45489,a_006,45489,3,9,12,3,6,8,1,6,3
gated_alive:a_006:45675,a_006,45675,1,0,0,1,2,2,3,1,4
gated_alive:a_006:45710,a_006,45710,1,0,0,1,2,2,3,1,4
gated_alive:a_006:45823,a_006,45823,0,5,11,2,3,3,4,3,1
gated_alive:a_006:45970,a_006,45970,1,0,0,2,3,3,3,1,4
gated_alive:a_006:45974,a_006,45974,1,0,0,1,2,2,3,1,4
gated_alive:a_006:45998,a_006,45998,1,4,0,1,2,2,3,1,4
gated_alive:a_006:46375,a_006,46375,0,2,1,0,1,1,0,0,0
gated_alive:a_006:46505,a_006,46505,0,4,8,3,6,8,2,5,7
gated_alive:a_006:46857,a_006,46857,0,4,8,3,6,8,2,5,7
gated_alive:a_006:46887,a_006,46887,3,3,4,1,5,5,1,2,5
gated_alive:a_006:46955,a_006,46955,1,0,6,0,0,6,4,3,15
gated_alive:a_006:47011,a_006,47011,1,0,0,1,2,2,3,1,4
gated_alive:a_006:47369,a_006,47369,3,9,12,3,6,8,1,6,3
gated_alive:a_006:47488,a_006,47488,0,4,8,3,6,8,2,5,7
gated_alive:a_006:47957,a_006,47957,0,4,8,2,3,3,4,5,7
gated_alive:a_006:48029,a_006,48029,5,8,10,0,1,1,0,0,15
gated_alive:a_006:48260,a_006,48260,0,2,1,0,0,7,0,7,12
gated_alive:a_006:48705,a_006,48705,3,9,12,3,6,8,1,6,3
gated_alive:a_006:48789,a_006,48789,5,8,10,0,1,1,0,6,9
gated_alive:a_006:48854,a_006,48854,0,5,11,2,3,3,4,3,1
gated_alive:a_006:49203,a_006,49203,0,5,11,2,3,3,4,3,10
gated_alive:a_006:49327,a_006,49327,1,0,0,1,2,2,3,1,4
gated_alive:a_006:49341,a_006,49341,5,2,1,0,1,1,0,0,0
gated_alive:a_006:49387,a_006,49387,3,4,8,1,5,5,1,2,3
gated_alive:a_006:49472,a_006,49472,0,5,11,2,3,3,4,3,1
gated_alive:a_006:49596,a_006,49596,0,5,11,3,6,8,4,3,1
gated_alive:a_006:49623,a_006,49623,0,5,11,0,1,1,4,3,1
gated_alive:a_006:49651,a_006,49651,4,7,9,5,8,11,6,9,13
gated_alive:a_006:50346,a_006,50346,3,9,12,4,7,10,1,6,3
gated_alive:a_006:50578,a_006,50578,2,6,13,3,9,12,2,4,2
gated_alive:a_006:50634,a_006,50634,4,7,9,5,8,11,6,9,13
gated_alive:a_006:50657,a_006,50657,0,5,11,2,3,3,4,3,1
gated_alive:a_006:50664,a_006,50664,1,4,0,1,2,2,3,1,4
gated_alive:a_006:51705,a_006,51705,0,5,11,2,3,3,4,3,1
gated_alive:a_006:51909,a_006,51909,3,9,12,1,5,5,1,2,3
gated_alive:a_006:52082,a_006,52082,1,0,0,1,2,2,3,1,4
gated_alive:a_006:52196,a_006,52196,1,0,0,1,2,2,3,1,4
gated_alive:a_006:52278,a_006,52278,0,5,8,2,3,3,5,3,11
gated_alive:a_006:52484,a_006,52484,5,2,1,0,1,1,0,0,0
gated_alive:a_006:52490,a_006,52490,0,5,11,0,0,7,4,7,12
gated_alive:a_006:52521,a_006,52521,1,0,0,1,2,2,3,1,4
gated_alive:a_006:52944,a_006,52944,2,6,2,4,7,13,2,4,2
gated_alive:a_006:53068,a_006,53068,0,5,11,2,3,3,4,3,1
gated_alive:a_006:53519,a_006,53519,2,4,8,3,6,8,2,5,14
gated_alive:a_006:54203,a_006,54203,4,9,12,5,8,11,6,9,13
gated_alive:a_006:54526,a_006,54526,3,9,5,3,6,8,2,6,9
gated_alive:a_006:54684,a_006,54684,1,0,0,1,2,2,3,1,4
gated_alive:a_006:54736,a_006,54736,1,4,8,1,2,2,3,5,14
gated_alive:a_006:54849,a_006,54849,0,5,11,2,3,3,4,3,1
gated_alive:a_006:54909,a_006,54909,1,0,0,1,2,2,3,1,6
gated_alive:a_006:55178,a_006,55178,2,6,2,4,7,10,2,4,2
gated_alive:a_006:55557,a_006,55557,3,4,0,1,5,5,1,2,4
gated_alive:a_006:55966,a_006,55966,3,4,4,1,5,5,1,2,3
gated_alive:a_006:56021,a_006,56021,2,1,7,4,7,13,2,4,2
gated_alive:a_006:56491,a_006,56491,5,2,1,0,1,1,0,0,0
gated_alive:a_006:56494,a_006,56494,0,4,8,4,7,10,2,5,14
gated_alive:a_006:56568,a_006,56568,1,0,0,1,2,2,3,1,4
gated_alive:a_006:57150,a_006,57150,1,0,0,3,6,8,1,6,3
gated_alive:a_006:57782,a_006,57782,5,2,1,0,1,1,0,0,0
gated_alive:a_006:57806,a_006,57806,1,4,0,1,5,5,3,1,4
gated_alive:a_006:57972,a_006,57972,3,9,12,3,6,8,1,6,3
gated_alive:a_006:58150,a_006,58150,0,4,8,3,6,8,1,6,3
gated_alive:a_006:58305,a_006,58305,1,0,0,1,2,2,3,1,4
gated_alive:a_006:58629,a_006,58629,1,0,0,1,2,2,3,1,4
gated_alive:a_006:58755,a_006,58755,1,0,0,1,2,2,3,1,4
gated_alive:a_006:58774,a_006,58774,5,2,1,0,1,1,0,0,8
gated_alive:a_006:58930,a_006,58930,0,4,8,3,6,8,1,6,3
gated_alive:a_006:58988,a_006,58988,3,8,3,0,0,6,4,7,12
gated_alive:a_006:59207,a_006,59207,0,4,8,4,7,10,2,4,2
gated_alive:a_006:59419,a_006,59419,3,9,12,3,6,8,1,6,3
gated_alive:a_006:59474,a_006,59474,1,0,0,1,2,2,3,1,4
gated_alive:a_006:59755,a_006,59755,5,2,1,0,1,1,0,8,10
gated_alive:a_006:59884,a_006,59884,3,9,12,1,5,5,1,6,3
gated_alive:a_006:59935,a_006,59935,5,2,1,0,1,1,0,0,0
gated_alive:a_006:59971,a_006,59971,0,2,1,0,1,1,0,0,0
gated_alive:a_006:60018,a_006,60018,1,0,0,1,2,2,3,1,4
gated_alive:a_006:60020,a_006,60020,1,0,0,1,2,2,3,1,6
gated_alive:a_006:60024,a_006,60024,0,4,8,2,3,3,2,5,7
gated_alive:a_006:60176,a_006,60176,1,0,0,0,0,0,3,8,10
gated_alive:a_006:60448,a_006,60448,5,2,3,0,1,1,0,7,11
gated_alive:a_006:60559,a_006,60559,0,5,11,0,0,0,4,8,10
gated_alive:a_006:60740,a_006,60740,0,5,11,2,3,3,4,3,1
gated_alive:a_006:60785,a_006,60785,1,4,0,1,2,2,3,1,4
gated_alive:a_006:61160,a_006,61160,1,0,0,1,2,2,3,1,6
gated_alive:a_006:61443,a_006,61443,1,0,0,2,3,3,3,1,4
gated_alive:a_006:61905,a_006,61905,0,5,11,0,0,7,0,7,12
gated_alive:a_006:62046,a_006,62046,1,4,0,1,2,2,3,1,4
gated_alive:a_006:62084,a_006,62084,5,2,1,0,1,1,0,0,0
gated_alive:a_006:62233,a_006,62233,3,9,12,3,9,12,1,6,3
gated_alive:a_006:62258,a_006,62258,3,9,12,3,6,8,1,6,3
gated_alive:a_006:62302,a_006,62302,1,4,0,1,2,2,3,1,4
gated_alive:a_006:62480,a_006,62480,0,4,8,3,6,8,2,5,14
gated_alive:a_006:62649,a_006,62649,1,0,0,1,2,2,3,1,6
gated_alive:a_006:62663,a_006,62663,3,3,4,1,5,5,1,2,3
gated_alive:a_006:62781,a_006,62781,1,0,0,1,2,2,3,1,4
gated_alive:a_006:62957,a_006,62957,2,6,2,4,7,13,0,4,2
gated_alive:a_006:63436,a_006,63436,0,4,8,2,3,3,3,5,4
gated_alive:a_006:63521,a_006,63521,2,9,13,3,9,12,5,10,16
gated_alive:a_006:63587,a_006,63587,0,2,1,0,1,1,0,0,0
gated_alive:a_006:63734,a_006,63734,0,4,8,3,6,8,2,5,7
gated_alive:a_006:64020,a_006,64020,3,9,12,1,5,5,1,6,3
gated_alive:a_006:64126,a_006,64126,2,6,2,3,6,8,2,4,2
gated_alive:a_006:64299,a_006,64299,1,4,0,1,5,5,3,1,4
gated_alive:a_006:64582,a_006,64582,0,5,11,2,3,3,4,3,1
gated_alive:a_006:64596,a_006,64596,0,5,11,0,0,0,4,8,10
gated_alive:a_006:64934,a_006,64934,1,0,0,1,2,2,3,1,4
gated_alive:a_006:64948,a_006,64948,4,7,9,5,8,11,6,9,13
gated_alive:a_006:64958,a_006,64958,3,9,12,3,6,8,1,6,3
gated_alive:a_006:65447,a_006,65447,0,4,8,2,3,3,4,5,7
gated_alive:a_006:65513,a_006,65513,0,5,11,2,3,3,4,3,1
gated_alive:a_006:65527,a_006,65527,0,5,11,2,3,3,4,3,1
gated_alive:a_006:65989,a_006,65989,5,2,1,0,1,1,0,0,0
gated_alive:a_006:66442,a_006,66442,3,4,8,3,6,8,2,5,14
gated_alive:a_006:66448,a_006,66448,5,2,1,0,1,1,0,8,10
gated_alive:a_006:66768,a_006,66768,5,2,1,0,1,1,0,0,0
gated_alive:a_006:66788,a_006,66788,3,3,4,1,5,5,1,2,3
gated_alive:a_006:67203,a_006,67203,4,7,9,3,6,8,6,9,13
gated_alive:a_006:67239,a_006,67239,1,0,0,1,2,2,3,1,6
gated_alive:a_006:67512,a_006,67512,5,8,13,0,0,7,0,7,12
gated_alive:a_006:67689,a_006,67689,1,0,0,1,2,2,3,1,4
gated_alive:a_006:67691,a_006,67691,1,0,0,1,2,2,3,1,6
gated_alive:a_006:67719,a_006,67719,1,0,0,1,2,2,3,1,4
gated_alive:a_006:68068,a_006,68068,3,3,4,1,5,5,1,2,5
gated_alive:a_006:68474,a_006,68474,0,5,11,2,3,3,4,3,1
gated_alive:a_006:68634,a_006,68634,5,8,1,0,1,1,0,0,0
gated_alive:a_006:68718,a_006,68718,2,1,7,4,7,13,2,4,2
gated_alive:a_006:68927,a_006,68927,0,4,8,2,3,3,4,5,7
gated_alive:a_006:69129,a_006,69129,1,0,0,1,2,2,3,1,4
gated_alive:a_006:69131,a_006,69131,0,4,8,3,6,8,2,5,14
gated_alive:a_006:69642,a_006,69642,1,0,0,1,2,2,3,1,4
gated_alive:a_006:69767,a_006,69767,3,9,12,3,6,8,1,6,3
gated_alive:a_006:69836,a_006,69836,1,4,0,1,2,2,3,1,4
gated_alive:a_006:70093,a_006,70093,1,0,0,1,5,5,3,1,12
gated_alive:a_006:70098,a_006,70098,1,0,0,1,2,2,3,1,4
gated_alive:a_006:70301,a_006,70301,1,0,0,1,2,2,3,1,6
gated_alive:a_006:70689,a_006,70689,5,2,1,0,1,1,0,0,0
gated_alive:a_006:70734,a_006,70734,1,0,0,1,2,2,3,1,4
gated_alive:a_006:70890,a_006,70890,1,4,0,1,2,2,3,1,4
gated_alive:a_006:71050,a_006,71050,0,5,11,2,3,3,4,3,1
gated_alive:a_006:71355,a_006,71355,1,0,0,1,2,2,3,1,4
gated_alive:a_006:71504,a_006,71504,3,9,12,1,5,5,1,2,3
gated_alive:a_006:71531,a_006,71531,3,4,5,3,6,9,2,6,9
gated_alive:a_006:71989,a_006,71989,5,2,1,0,1,1,0,0,0
gated_alive:a_006:72458,a_006,72458,5,2,1,0,1,1,0,0,0
gated_alive:a_006:72593,a_006,72593,0,5,11,2,3,3,4,3,1
gated_alive:a_006:72621,a_006,72621,3,4,4,1,5,5,1,2,3
gated_alive:a_006:72844,a_006,72844,0,5,11,0,0,0,4,8,10
gated_alive:a_006:73529,a_006,73529,1,4,0,3,6,8,3,1,7
gated_alive:a_006:73630,a_006,73630,5,2,3,2,3,3,5,7,11
gated_alive:a_006:73708,a_006,73708,1,0,0,1,2,2,3,1,4
gated_alive:a_006:73869,a_006,73869,3,4,8,3,6,8,2,5,14
gated_alive:a_006:74031,a_006,74031,4,7,9,5,8,11,6,9,13
gated_alive:a_006:74145,a_006,74145,1,0,0,1,2,2,3,1,4
gated_alive:a_006:74277,a_006,74277,1,0,0,1,2,2,3,1,4
gated_alive:a_006:74781,a_006,74781,0,2,1,0,0,7,0,7,12
gated_alive:a_006:75033,a_006,75033,4,7,9,5,8,11,6,9,13
gated_alive:a_006:75261,a_006,75261,3,3,4,1,5,5,1,2,5
gated_alive:a_006:75393,a_006,75393,1,3,6,1,2,2,3,1,6
gated_alive:a_006:75598,a_006,75598,3,3,4,1,5,5,1,2,5
gated_alive:a_006:75868,a_006,75868,5,2,1,0,1,1,0,0,0
gated_alive:a_006:76059,a_006,76059,0,4,8,3,6,8,2,5,14
gated_alive:a_006:76307,a_006,76307,1,0,0,1,2,2,3,1,4
gated_alive:a_006:76555,a_006,76555,0,4,8,1,2,2,2,5,14
gated_alive:a_006:76789,a_006,76789,1,4,0,1,2,2,3,1,4
gated_alive:a_006:76847,a_006,76847,1,0,0,1,2,2,3,1,4
